   GoodVibes v3.0.1 2022/04/27 08:37:56
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --qs truhlar --qh --ti 250,500,50 --dat -c 1.0 --cpu 

   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.
x  Caution! Different levels of theory found: 
        -M062X/6-31G(d,p): o_ACR_acetonitrile.log, o_ACR_dichloromethane.log, o_ACR_dimethylsulfoxide.log, o_ACR_tetrahydrofuran.log, o_IA_acetonitrile.log, o_IA_dichloromethane.log, o_IA_dimethylsulfoxide.log, o_IA_tetrahydrofuran.log, o_MAA_acetonitrile.log, o_MAA_dichloromethane.log, o_MAA_dimethylsulfoxide.log, o_MAA_tetrahydrofuran.log, o_VP_acetonitrile.log, o_VP_dimethylsulfoxide.log, o_VP_tetrahydrofuran.log
        -none/none: o_VP_dichloromethane.log
   Using vibrational scale factor 1.0: differing levels of theory detected.

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Truhlar: Using an RRHO treatment where low frequencies are adjusted to the cut-off value.
   REF: Ribeiro, R. F.; Marenich, A. V.; Cramer, C. J.; Truhlar, D. G. J. Phys. Chem. B 2011, 115, 14556-14562


   Enthalpy quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QH = Head-Gordon: Using an RRHO treatement with an approximation term for vibrational energy.
   REF: Li, Y.; Gomes, J.; Sharada, S. M.; Bell, A. T.; Head-Gordon, M. J. Phys. Chem. C 2015, 119, 1840-1850

x  Warning! Error termination found in file o_VP_dichloromethane.log. Thermochemical data will not be calculated for this file.

   Variable-Temperature analysis of the enthalpy, entropy and the entropy at a constant pressure between
   T init:  250.0,  T final:  500.0,  T interval: 50.0

   Structure                                      Temp/K                        H          qh-H        T.S     T.qh-S          G(T)       qh-G(T)
   **********************************************************************************************************************************************
o  o_ACR_acetonitrile                              250.0              -247.114200   -247.114431   0.028003   0.028003   -247.142202   -247.142433
o  o_ACR_acetonitrile                              300.0              -247.112624   -247.112894   0.035323   0.035323   -247.147948   -247.148217
o  o_ACR_acetonitrile                              350.0              -247.110855   -247.111163   0.043117   0.043117   -247.153972   -247.154281
o  o_ACR_acetonitrile                              400.0              -247.108901   -247.109249   0.051362   0.051362   -247.160263   -247.160612
o  o_ACR_acetonitrile                              450.0              -247.106775   -247.107164   0.060034   0.060034   -247.166809   -247.167198
o  o_ACR_acetonitrile                              500.0              -247.104493   -247.104923   0.069107   0.069107   -247.173601   -247.174030
   **********************************************************************************************************************************************

   **********************************************************************************************************************************************
o  o_ACR_dichloromethane                           250.0              -247.112785   -247.113054   0.028121   0.028080   -247.140906   -247.141134
o  o_ACR_dichloromethane                           300.0              -247.111206   -247.111521   0.035470   0.035420   -247.146676   -247.146941
o  o_ACR_dichloromethane                           350.0              -247.109432   -247.109795   0.043292   0.043234   -247.152725   -247.153029
o  o_ACR_dichloromethane                           400.0              -247.107476   -247.107886   0.051565   0.051498   -247.159041   -247.159384
o  o_ACR_dichloromethane                           450.0              -247.105348   -247.105806   0.060265   0.060189   -247.165613   -247.165995
o  o_ACR_dichloromethane                           500.0              -247.103064   -247.103570   0.069366   0.069282   -247.172430   -247.172852
   **********************************************************************************************************************************************

   **********************************************************************************************************************************************
o  o_ACR_dimethylsulfoxide                         250.0              -247.114319   -247.114546   0.027991   0.027991   -247.142310   -247.142537
o  o_ACR_dimethylsulfoxide                         300.0              -247.112744   -247.113009   0.035309   0.035309   -247.148053   -247.148317
o  o_ACR_dimethylsulfoxide                         350.0              -247.110974   -247.111278   0.043100   0.043100   -247.154075   -247.154378
o  o_ACR_dimethylsulfoxide                         400.0              -247.109021   -247.109363   0.051342   0.051342   -247.160363   -247.160706
o  o_ACR_dimethylsulfoxide                         450.0              -247.106895   -247.107278   0.060011   0.060011   -247.166907   -247.167289
